,husage,husunion,husearns,huseduc,husblck,hushisp,hushrs,kidge6,earns,age,black,educ,hispanic,union,faminc,husexp,exper,kidlt6,hours,nwifeinc,inlf,hrwage
1826,57,0.0,300,12,1,0,32,0,210.0,51,1,4,0,0.0,32500,39,41,0,40,21.58,1,5.25
1832,49,0.0,400,12,0,0,45,0,425.0,48,0,17,0,0.0,0,31,25,0,35,0.0,1,12.14286
1833,25,0.0,338,14,0,0,40,1,300.0,28,0,12,0,0.0,32500,5,10,0,40,16.9,1,7.5
1837,42,0.0,250,13,0,0,30,1,600.0,41,0,13,0,0.0,67500,23,22,0,40,36.3,1,15.0
1838,37,1.0,556,12,0,0,40,0,320.0,33,0,12,0,0.0,45000,19,15,1,40,28.36,1,8.0
1839,49,0.0,140,13,0,0,72,0,600.0,49,0,14,0,0.0,112500,30,29,0,60,81.3,1,10.0
1841,46,0.0,660,12,0,0,8,0,420.0,45,0,12,0,1.0,112500,28,27,0,40,90.66,1,10.5
1842,34,1.0,594,16,0,0,40,1,545.0,39,0,18,0,1.0,55000,12,15,0,36,26.66,1,15.13889
1846,45,0.0,275,7,1,0,72,0,30.0,33,0,12,0,0.0,17500,32,15,0,6,15.94,1,5.0
1848,39,0.0,600,17,0,0,40,0,414.0,36,0,12,0,0.0,55000,16,18,1,40,33.472,1,10.35
1850,37,1.0,500,12,0,0,50,0,452.0,29,0,12,0,1.0,37500,19,11,1,40,13.995999999999999,1,11.3
1852,38,0.0,653,17,0,0,40,1,423.0,37,0,16,0,0.0,55000,15,15,0,32,33.004,1,13.21875
1853,43,0.0,640,16,0,0,40,0,300.0,34,0,18,0,0.0,45000,21,10,1,32,29.4,1,9.375
1854,42,0.0,280,18,0,0,40,1,660.0,39,0,18,0,0.0,0,18,15,0,45,0.0,1,14.666670000000002
1855,39,1.0,360,16,0,0,40,1,320.0,36,0,16,0,0.0,67500,17,14,0,40,50.86,1,8.0
1859,37,0.0,480,12,0,0,40,1,5.0,36,0,12,0,0.0,22500,19,18,0,1,22.24,1,5.0
1863,46,0.0,400,12,0,0,40,0,400.0,46,0,10,0,0.0,45000,28,30,0,25,24.2,1,16.0
1869,48,0.0,300,13,0,0,44,0,308.0,42,0,13,0,0.0,32500,29,23,0,40,16.484,1,7.7
1870,49,1.0,350,12,1,0,40,0,125.0,48,1,13,0,0.0,32500,31,29,0,20,26.0,1,6.25
1871,28,0.0,750,16,0,0,50,0,750.0,28,0,17,0,0.0,67500,6,5,0,50,28.5,1,15.0
1872,40,0.0,425,12,0,0,58,1,150.0,45,0,16,0,0.0,32500,22,23,0,35,24.7,1,4.285714
1873,32,0.0,400,12,0,0,60,0,142.0,31,0,16,0,0.0,67500,14,9,0,21,60.11600000000001,1,6.7619050000000005
1877,61,0.0,50,16,0,0,7,0,20.0,58,0,18,0,0.0,37500,39,34,0,6,36.46,1,3.333333
1880,55,0.0,300,14,0,0,38,0,750.0,50,0,15,0,0.0,55000,35,29,0,40,16.0,1,18.75
1881,29,0.0,750,16,0,0,40,0,865.0,29,0,16,0,0.0,112500,7,7,0,40,67.52,1,21.625
1882,33,0.0,700,17,0,0,40,0,700.0,33,0,16,0,0.0,112500,10,11,0,40,76.1,1,17.5
1883,30,1.0,1008,14,0,0,40,0,900.0,29,0,14,0,0.0,112500,10,9,0,40,65.7,1,22.5
1884,36,1.0,360,16,0,0,42,0,212.0,30,0,13,0,0.0,45000,14,11,0,40,33.976,1,5.3
1885,49,1.0,700,8,0,0,0,0,400.0,44,0,12,0,0.0,27500,35,26,0,40,6.7,1,10.0
1886,53,0.0,388,12,0,0,40,0,360.0,50,0,12,0,0.0,67500,35,32,0,32,48.78,1,11.25
1888,61,0.0,408,9,0,0,40,0,606.0,58,0,12,0,0.0,67500,46,40,0,40,35.988,1,15.15
1889,32,0.0,600,12,0,0,60,0,400.0,32,0,12,0,0.0,55000,14,14,0,40,34.2,1,10.0
1890,44,0.0,730,12,0,0,45,0,180.0,43,0,14,0,0.0,22500,26,23,0,24,13.14,1,7.5
1891,40,0.0,364,12,0,0,40,1,110.0,38,0,8,0,0.0,17500,22,24,0,15,11.78,1,7.3333330000000005
1894,30,0.0,900,16,0,0,50,0,960.0,26,0,16,0,0.0,67500,8,4,0,40,17.58,1,24.0
1896,45,0.0,1111,16,0,0,60,0,156.0,41,0,12,0,0.0,67500,23,23,1,24,59.388000000000005,1,6.5
1904,36,1.0,470,12,0,0,19,1,279.0,34,0,12,0,0.0,45000,18,16,0,40,30.491999999999997,1,6.975
1905,39,0.0,800,12,0,0,60,1,150.0,39,0,12,0,0.0,45000,21,21,0,20,37.2,1,7.5
1907,33,0.0,540,12,0,0,45,0,280.0,31,0,12,0,0.0,45000,15,13,1,40,30.44,1,7.0
1908,28,0.0,577,13,0,0,45,0,538.0,28,0,14,0,0.0,55000,9,8,1,45,27.024,1,11.95556
1909,31,0.0,260,13,0,0,50,0,137.0,31,0,15,0,0.0,17500,12,10,1,30,10.376,1,4.566667
1910,52,0.0,481,12,0,0,40,0,308.0,51,0,12,1,0.0,32500,34,33,0,40,16.484,1,7.7
1911,43,0.0,550,14,0,0,40,0,600.0,53,0,16,0,1.0,67500,23,31,0,45,36.3,1,13.333329999999998
1912,39,0.0,321,13,0,0,49,1,200.0,36,0,12,0,0.0,17500,20,18,0,40,7.1,1,5.0
1915,39,0.0,534,12,0,0,38,1,605.0,28,0,12,0,1.0,67500,21,10,0,40,36.04,1,15.125
1918,53,0.0,320,12,1,0,40,0,320.0,49,1,11,0,0.0,22500,35,32,0,40,5.86,1,8.0
1922,30,0.0,900,18,0,0,32,0,876.0,30,0,16,0,0.0,67500,6,8,0,45,21.948,1,19.46667
1927,29,0.0,240,5,0,1,40,0,158.0,30,0,8,1,0.0,13750,18,16,1,40,5.534,1,3.95
1928,29,0.0,240,5,0,1,40,0,158.0,30,0,8,1,0.0,13750,18,16,1,40,5.534,1,3.95
1929,47,0.0,460,12,0,0,32,0,500.0,49,0,12,0,0.0,55000,29,31,0,35,29.0,1,14.28571
1932,52,0.0,220,12,0,0,40,0,280.0,40,0,12,0,0.0,22500,34,22,1,40,7.94,1,7.0
1934,26,0.0,750,16,0,0,40,0,356.0,25,0,16,0,0.0,45000,4,3,0,40,26.488000000000003,1,8.9
1936,31,0.0,1000,18,0,0,65,0,173.0,30,0,16,0,0.0,55000,7,8,1,20,46.004,1,8.65
1937,26,0.0,480,5,0,1,48,0,330.0,24,0,9,1,0.0,45000,15,9,1,45,27.84,1,7.3333330000000005
1940,57,0.0,850,14,0,0,45,0,400.0,51,0,16,0,0.0,0,37,29,0,40,0.0,1,10.0
1941,49,0.0,302,17,0,0,40,1,420.0,41,0,14,0,0.0,32500,26,21,0,40,10.66,1,10.5
1942,49,0.0,684,12,0,0,40,0,407.0,51,0,12,0,0.0,55000,31,33,0,60,33.836,1,6.783333
1943,33,0.0,827,14,0,0,50,0,455.0,32,0,15,0,0.0,55000,13,11,1,30,31.34,1,15.166670000000002
1944,41,1.0,567,18,0,0,20,1,500.0,38,0,18,0,1.0,55000,17,14,0,50,29.0,1,10.0
1946,36,1.0,180,12,0,0,40,1,220.0,35,0,12,0,1.0,37500,18,17,0,40,26.06,1,5.5
1948,29,0.0,960,18,0,0,45,0,960.0,26,0,16,0,0.0,112500,5,4,0,40,62.58,1,24.0
1950,32,0.0,400,12,0,0,57,0,340.0,31,0,12,0,0.0,32500,14,13,1,40,14.82,1,8.5
1952,24,0.0,550,16,0,0,40,0,240.0,24,0,16,0,0.0,27500,2,2,0,40,15.02,1,6.0
1953,53,1.0,340,14,0,0,40,0,225.0,53,0,16,0,0.0,0,33,31,0,35,0.0,1,6.428571
1954,27,0.0,654,10,0,0,40,1,360.0,30,0,12,0,0.0,22500,11,12,0,40,3.78,1,9.0
1958,30,0.0,450,12,0,0,40,1,320.0,29,0,10,0,0.0,37500,12,13,0,40,20.86,1,8.0
1960,36,0.0,275,14,0,0,85,1,113.0,31,0,8,0,0.0,22500,16,17,0,24,16.624000000000002,1,4.7083330000000005
1961,52,0.0,320,18,0,0,32,1,260.0,43,0,18,0,0.0,0,28,19,0,30,0.0,1,8.666667
1965,49,0.0,400,12,0,0,40,0,240.0,46,0,12,0,0.0,67500,31,28,0,32,55.02,1,7.5
1966,47,0.0,640,18,0,0,40,0,520.0,46,0,18,0,0.0,67500,23,22,0,40,40.46,1,13.0
1969,43,1.0,400,8,0,0,40,1,241.0,41,0,12,0,1.0,32500,29,23,0,30,19.968,1,8.033334
1970,38,0.0,1100,17,0,0,60,1,75.0,37,0,16,0,0.0,45000,15,15,0,9,41.1,1,8.333333
1971,50,0.0,1050,18,0,0,48,1,890.0,41,0,18,0,0.0,112500,26,17,0,50,66.22,1,17.8
1976,34,0.0,1300,18,0,0,20,0,25.0,29,0,16,0,0.0,112500,10,7,1,5,111.2,1,5.0
1979,51,0.0,240,13,0,0,40,0,600.0,52,0,12,0,0.0,32500,32,34,0,40,1.3,1,15.0
1980,57,1.0,740,14,0,0,32,0,650.0,56,0,14,0,0.0,112500,37,36,0,40,78.7,1,16.25
1981,30,0.0,420,12,0,0,32,1,460.0,28,0,12,0,0.0,67500,12,10,0,35,43.58,1,13.14286
1982,44,0.0,690,12,0,0,44,1,80.0,39,0,12,0,0.0,22500,26,21,0,32,18.34,1,2.5
1983,37,0.0,700,13,0,0,50,0,400.0,40,0,12,0,0.0,67500,18,22,0,50,46.7,1,8.0
1985,36,0.0,500,12,0,0,40,1,750.0,38,0,16,0,0.0,67500,18,16,0,36,28.5,1,20.83333
1987,51,0.0,480,4,0,1,40,0,240.0,48,0,4,1,0.0,37500,41,38,0,40,25.02,1,6.0
1990,38,0.0,784,12,0,1,48,1,280.0,32,0,10,1,0.0,3000,20,16,0,40,0.0,1,7.0
1991,44,0.0,635,12,1,0,40,1,349.0,43,1,12,0,1.0,112500,26,25,0,40,94.352,1,8.725
1992,44,0.0,750,13,0,0,40,0,200.0,38,0,13,0,0.0,45000,25,19,1,16,34.6,1,12.5
1993,32,0.0,600,15,0,0,43,0,369.0,26,0,16,0,0.0,55000,11,4,0,40,35.812,1,9.225
1994,36,0.0,550,13,0,1,50,0,318.0,34,0,14,1,0.0,27500,17,14,1,40,10.964,1,7.95
1999,56,0.0,925,14,0,0,49,0,486.0,53,0,14,0,1.0,112500,36,33,0,40,87.228,1,12.15
2002,54,1.0,502,13,0,0,40,0,475.0,51,0,12,0,1.0,55000,35,33,0,40,30.3,1,11.875
2004,35,0.0,450,15,0,0,32,0,225.0,34,0,16,0,0.0,22500,14,12,1,40,10.8,1,5.625
2011,30,0.0,597,16,0,0,38,0,594.0,27,0,15,0,1.0,67500,8,6,0,24,36.611999999999995,1,24.75
2012,30,0.0,750,13,0,0,48,0,247.0,30,0,12,0,0.0,45000,11,12,1,36,32.156,1,6.861111
2014,36,0.0,625,14,0,0,32,0,604.0,37,0,12,0,0.0,55000,16,19,0,40,23.592,1,15.1
2015,32,0.0,900,16,0,0,60,0,700.0,35,0,16,0,0.0,67500,10,13,1,40,31.1,1,17.5
2016,53,1.0,1600,12,0,0,40,0,1200.0,46,0,14,0,1.0,45000,35,26,0,40,0.0,1,30.0
2018,42,0.0,546,18,0,0,80,1,306.0,39,0,16,0,0.0,45000,18,17,0,20,29.088,1,15.3
2022,39,0.0,650,12,0,0,50,1,506.0,40,0,12,0,0.0,67500,21,22,0,45,41.188,1,11.244439999999999
2023,34,0.0,170,12,1,0,40,1,250.0,31,1,12,0,0.0,0,16,13,0,40,0.0,1,6.25
2025,56,0.0,400,10,0,0,40,1,400.0,44,0,14,0,0.0,27500,40,24,0,16,6.7,1,25.0
2026,38,1.0,635,12,0,0,37,0,50.0,37,0,18,0,0.0,45000,20,13,1,8,42.4,1,6.25
2028,42,0.0,1538,18,0,0,40,1,1057.0,29,0,14,0,1.0,112500,18,9,0,40,57.536,1,26.425
2029,62,0.0,156,16,0,0,26,0,650.0,59,0,12,0,0.0,55000,40,41,0,40,21.2,1,16.25
2031,33,1.0,538,16,0,0,80,0,480.0,33,0,16,0,1.0,45000,11,11,1,40,20.04,1,12.0
2032,48,0.0,500,16,0,0,60,0,240.0,32,0,14,0,0.0,32500,26,12,1,32,20.02,1,7.5
2035,31,1.0,525,15,0,0,0,1,527.0,32,0,14,0,1.0,32500,10,12,0,40,5.096,1,13.175
2036,58,0.0,440,8,0,0,40,0,624.0,44,0,12,0,0.0,0,44,26,0,40,0.0,1,15.6
2041,43,0.0,445,13,0,0,45,1,325.0,43,0,12,0,0.0,37500,24,25,0,40,20.6,1,8.125
2046,34,0.0,170,12,0,0,40,0,342.0,32,0,16,0,0.0,32500,16,10,1,35,14.716,1,9.771428
2047,48,0.0,1045,16,0,1,40,0,400.0,52,0,12,1,0.0,67500,26,34,0,40,46.7,1,10.0
2050,40,0.0,240,12,0,0,40,1,186.0,37,0,12,0,0.0,22500,22,19,0,40,12.828,1,4.65
2051,52,1.0,440,14,0,0,40,1,1200.0,45,0,17,0,0.0,37500,32,22,0,40,0.0,1,30.0
2055,37,0.0,1300,16,0,0,50,1,280.0,37,0,12,0,0.0,45000,15,19,0,40,30.44,1,7.0
2056,43,0.0,300,12,0,0,40,1,350.0,40,0,12,0,0.0,0,25,22,0,32,0.0,1,10.9375
2058,37,0.0,492,12,0,0,42,1,320.0,35,0,12,0,0.0,37500,19,17,0,14,20.86,1,22.85714
2059,34,0.0,770,16,0,0,40,1,138.0,35,0,16,0,0.0,22500,12,13,0,32,15.324000000000002,1,4.3125
2060,52,0.0,750,18,0,0,40,0,248.0,38,0,12,0,0.0,55000,28,20,0,35,42.104,1,7.085714
2061,42,0.0,750,12,0,0,40,1,1000.0,37,0,18,0,0.0,112500,24,13,0,40,60.5,1,25.0
2063,40,0.0,540,12,0,0,40,1,1250.0,35,0,12,0,0.0,55000,22,17,0,32,0.0,1,39.0625
2067,37,0.0,700,16,0,0,40,1,335.0,34,0,12,0,0.0,67500,15,16,0,40,50.08,1,8.375
2068,52,0.0,662,12,0,0,40,0,420.0,36,0,12,0,0.0,67500,34,18,0,40,45.66,1,10.5
2071,28,0.0,358,9,0,1,40,0,364.0,42,0,12,1,0.0,37500,13,24,1,40,18.572,1,9.1
2079,29,0.0,687,12,0,0,75,0,360.0,25,0,13,0,1.0,37500,11,6,0,40,18.78,1,9.0
2084,36,0.0,550,16,0,0,60,0,500.0,43,0,12,0,0.0,45000,14,25,0,40,19.0,1,12.5
2085,40,0.0,900,12,0,0,50,1,400.0,31,0,16,0,0.0,55000,22,9,0,40,34.2,1,10.0
2086,48,0.0,440,12,0,0,84,1,136.0,43,0,9,0,0.0,22500,30,28,0,30,15.427999999999999,1,4.533333
2087,28,0.0,760,10,0,0,24,0,348.0,30,0,17,0,0.0,55000,12,7,1,18,36.904,1,19.33333
2093,30,0.0,692,13,0,0,44,0,413.0,31,0,16,0,0.0,55000,11,9,1,45,33.524,1,9.177778
2094,31,0.0,170,8,0,0,40,1,180.0,28,0,10,0,0.0,11500,17,12,0,40,2.14,1,4.5
2095,52,0.0,1060,18,0,0,40,1,267.0,55,0,16,0,0.0,112500,28,33,0,40,98.616,1,6.675
2096,43,1.0,870,12,0,0,40,0,700.0,42,0,12,0,0.0,112500,25,24,0,40,76.1,1,17.5
2097,31,0.0,210,12,0,0,15,0,186.0,27,0,11,0,0.0,8750,13,10,1,40,0.0,1,4.65
2098,32,0.0,450,17,0,0,40,0,340.0,29,0,16,0,0.0,32500,9,7,1,24,14.82,1,14.166670000000002
2099,51,1.0,640,11,1,0,40,0,520.0,47,1,12,0,0.0,3000,34,29,0,40,0.0,1,13.0
2100,34,0.0,450,14,0,0,40,0,500.0,35,0,15,0,0.0,45000,14,14,1,30,19.0,1,16.66667
2101,56,0.0,1050,18,0,0,50,0,1050.0,42,0,18,0,0.0,112500,32,18,0,50,57.9,1,21.0
2105,36,0.0,1500,16,0,0,40,0,1500.0,36,0,14,0,0.0,0,14,16,1,40,0.0,1,37.5
2108,40,0.0,344,12,0,0,37,0,808.0,48,0,12,0,0.0,37500,22,30,0,40,0.0,1,20.2
2109,54,0.0,1000,16,0,0,40,1,227.0,53,0,16,0,0.0,112500,32,31,0,21,100.696,1,10.80952
2111,44,1.0,600,16,0,0,60,1,550.0,39,0,16,0,1.0,45000,22,17,0,45,16.4,1,12.22222
2113,44,0.0,872,16,0,0,45,1,201.0,43,0,16,0,0.0,55000,22,21,0,32,44.548,1,6.28125
2115,38,0.0,657,15,0,0,60,0,750.0,34,0,12,1,0.0,55000,17,16,1,66,16.0,1,11.36364
2126,54,0.0,1200,16,0,0,55,0,700.0,47,0,16,0,0.0,112500,32,25,0,70,76.1,1,10.0
2128,40,0.0,340,7,0,1,40,1,200.0,38,0,10,1,0.0,45000,27,22,0,40,34.6,1,5.0
2131,32,0.0,800,9,0,0,40,0,280.0,32,0,12,0,0.0,45000,17,14,0,40,30.44,1,7.0
2132,30,0.0,550,12,0,0,40,0,300.0,28,0,12,0,0.0,37500,12,10,1,40,21.9,1,7.5
2136,44,0.0,1923,18,0,0,50,0,416.0,43,0,18,0,0.0,112500,20,19,0,16,90.868,1,26.0
2138,37,0.0,360,13,0,0,40,0,720.0,27,0,14,0,0.0,55000,18,7,0,40,17.56,1,18.0
2141,33,0.0,625,14,0,0,60,0,550.0,28,0,14,1,0.0,55000,13,8,0,40,26.4,1,13.75
2144,45,0.0,1923,16,0,0,40,0,650.0,44,0,12,0,0.0,3000,23,26,0,40,0.0,1,16.25
2145,37,0.0,600,12,0,0,50,0,310.0,23,0,13,0,0.0,55000,19,4,0,40,38.88,1,7.75
2146,37,0.0,500,12,0,0,42,1,240.0,36,0,12,0,0.0,37500,19,18,0,40,25.02,1,6.0
2148,44,0.0,120,4,0,1,30,1,106.0,36,0,6,1,0.0,8750,34,24,0,25,3.238,1,4.24
2149,29,0.0,300,12,1,0,48,0,300.0,30,1,12,0,0.0,11500,11,12,1,40,0.0,1,7.5
2150,57,0.0,550,11,0,0,40,1,100.0,46,0,12,0,0.0,0,40,28,0,24,0.0,1,4.1666669999999995
2155,53,0.0,1200,12,0,0,40,0,341.0,53,0,12,0,0.0,67500,35,35,0,20,49.768,1,17.05
2158,43,0.0,850,18,0,0,50,0,300.0,43,0,15,0,0.0,55000,19,22,0,36,39.4,1,8.333333
2159,50,0.0,1800,16,0,0,24,0,168.0,46,0,16,0,0.0,55000,28,24,0,30,46.263999999999996,1,5.6
2163,29,0.0,600,12,0,0,32,0,340.0,28,0,12,0,0.0,45000,11,10,0,40,27.32,1,8.5
2168,50,0.0,400,12,0,0,40,0,400.0,38,0,14,0,1.0,55000,32,18,0,40,34.2,1,10.0
2173,48,0.0,300,12,0,0,50,1,150.0,47,0,12,0,0.0,55000,30,29,0,35,47.2,1,4.285714
2174,37,0.0,503,15,0,0,45,0,50.0,31,0,16,0,0.0,27500,16,9,1,24,24.9,1,2.083333
2175,28,0.0,500,12,0,0,50,0,320.0,30,0,12,0,0.0,37500,10,12,0,40,20.86,1,8.0
2176,25,0.0,520,16,0,0,50,0,420.0,25,0,16,0,0.0,45000,3,3,0,40,23.16,1,10.5
2177,42,0.0,440,16,0,0,40,1,98.0,35,0,14,0,0.0,37500,20,15,0,15,32.404,1,6.533333
2180,66,0.0,1250,16,0,0,40,0,80.0,57,0,12,0,0.0,37500,44,39,0,8,33.34,1,10.0
2181,32,0.0,600,16,0,0,60,0,400.0,37,0,12,1,1.0,112500,10,19,0,39,91.7,1,10.25641
2183,46,0.0,1923,14,0,0,40,0,100.0,43,0,12,0,0.0,3000,26,25,0,20,0.0,1,5.0
2186,30,0.0,400,16,1,0,40,0,500.0,32,1,16,0,0.0,67500,8,10,1,40,41.5,1,12.5
2187,34,1.0,383,10,0,0,45,0,332.0,35,0,12,0,0.0,3000,18,17,0,40,0.0,1,8.3
2188,48,0.0,1000,12,0,0,45,0,165.0,43,0,12,0,0.0,112500,30,25,0,20,103.92,1,8.25
2189,33,0.0,592,12,0,0,34,0,473.0,32,0,12,1,0.0,55000,15,14,0,45,30.404,1,10.51111
2190,32,1.0,596,18,0,0,48,0,600.0,29,0,18,0,1.0,67500,8,5,1,45,36.3,1,13.333329999999998
2191,38,0.0,1200,13,0,0,40,1,170.0,37,0,12,0,0.0,55000,19,19,0,40,46.16,1,4.25
2193,60,1.0,1000,13,0,0,70,0,336.0,59,0,15,0,0.0,55000,41,38,0,24,37.528,1,14.0
2198,37,0.0,602,11,1,0,50,1,426.0,35,1,14,0,0.0,22500,20,15,0,40,0.348,1,10.65
2201,53,1.0,409,15,0,0,16,0,240.0,47,0,9,0,0.0,32500,32,32,0,40,20.02,1,6.0
2204,47,0.0,865,12,0,0,50,1,595.0,44,0,15,0,0.0,67500,29,23,0,35,36.56,1,17.0
2206,37,0.0,1000,16,1,0,45,0,400.0,36,1,16,0,0.0,67500,15,14,1,40,46.7,1,10.0
2208,40,0.0,880,12,0,0,40,1,450.0,32,0,16,0,0.0,67500,22,10,0,40,44.1,1,11.25
2209,30,0.0,553,16,0,0,40,0,538.0,28,0,16,0,0.0,67500,8,6,0,40,39.524,1,13.45
2212,49,0.0,750,12,0,0,40,0,360.0,48,0,12,0,0.0,45000,31,30,0,40,26.28,1,9.0
2214,50,0.0,1600,12,0,0,32,0,400.0,50,0,12,0,1.0,112500,32,32,0,40,91.7,1,10.0
2216,28,0.0,460,16,0,0,45,0,230.0,34,0,16,0,0.0,27500,6,12,0,10,15.54,1,23.0
2218,41,0.0,650,13,0,0,50,1,800.0,36,0,16,0,0.0,0,22,14,0,35,0.0,1,22.85714
2219,40,0.0,1100,16,0,0,50,1,600.0,39,0,16,0,1.0,67500,18,17,0,25,36.3,1,24.0
2220,26,0.0,210,12,0,0,35,0,250.0,26,0,12,0,0.0,27500,8,8,0,40,14.5,1,6.25
2224,32,1.0,480,16,1,0,40,0,85.0,36,0,12,1,0.0,37500,10,18,1,100,33.08,1,0.85
2225,48,0.0,1500,16,0,0,40,0,550.0,38,0,15,0,0.0,112500,26,17,0,40,83.9,1,13.75
2226,48,1.0,600,16,1,0,40,1,640.0,49,1,18,0,1.0,112500,26,25,0,40,79.22,1,16.0
2228,56,0.0,385,12,1,0,45,0,260.0,51,1,12,0,0.0,45000,38,33,0,40,31.48,1,6.5
2230,34,1.0,541,12,0,0,56,1,468.0,32,0,12,0,1.0,67500,16,14,0,48,43.163999999999994,1,9.75
2232,46,1.0,608,12,1,0,40,0,286.0,44,1,12,0,0.0,55000,28,26,0,40,40.128,1,7.15
2233,40,0.0,1500,18,0,0,80,0,440.0,39,0,18,0,0.0,112500,16,15,0,40,89.62,1,11.0
2234,33,0.0,750,13,0,0,50,1,250.0,34,0,13,0,0.0,55000,14,15,0,40,42.0,1,6.25
2238,56,0.0,819,14,0,0,40,0,329.0,57,0,12,0,0.0,3000,36,39,0,32,0.0,1,10.28125
2239,42,0.0,1923,16,0,0,50,0,730.0,34,0,13,0,0.0,112500,20,15,0,45,74.54,1,16.22222
2241,60,1.0,568,12,0,0,40,0,214.0,53,0,12,1,0.0,37500,42,35,0,30,26.372,1,7.133333
2242,34,0.0,800,16,0,0,24,0,400.0,30,0,16,0,0.0,67500,12,8,1,20,46.7,1,20.0
2244,32,0.0,1000,16,0,0,40,0,1000.0,33,0,12,0,0.0,67500,10,15,0,40,15.5,1,25.0
2250,35,1.0,715,13,0,0,40,0,300.0,34,0,12,0,0.0,3000,16,16,1,24,0.0,1,12.5
2251,41,0.0,800,16,0,0,55,0,700.0,36,0,12,0,0.0,3000,19,18,1,40,0.0,1,17.5
2252,37,0.0,460,12,1,0,40,1,220.0,35,1,12,0,0.0,32500,19,17,0,40,21.06,1,5.5
2253,44,0.0,160,14,0,0,51,0,260.0,49,0,12,0,0.0,0,24,31,0,40,0.0,1,6.5
2255,56,0.0,692,18,0,0,40,0,1154.0,52,0,18,0,0.0,112500,32,28,0,55,52.492,1,20.981820000000003
2256,24,0.0,800,14,0,0,48,0,290.0,25,0,14,0,0.0,0,4,5,0,30,0.0,1,9.666667
2259,39,0.0,671,16,1,0,99,0,900.0,35,1,18,0,1.0,45000,17,11,1,40,0.0,1,22.5
2260,32,0.0,1350,18,0,0,45,0,400.0,33,0,18,0,0.0,112500,8,9,0,40,91.7,1,10.0
2262,60,0.0,260,12,0,0,40,0,400.0,51,0,16,0,1.0,67500,42,29,0,35,46.7,1,11.42857
2263,42,0.0,1000,16,0,0,40,1,340.0,38,0,16,0,0.0,67500,20,16,0,40,49.82,1,8.5
2265,28,0.0,360,14,0,0,43,0,200.0,29,0,12,0,0.0,32500,8,11,1,40,22.1,1,5.0
2267,33,0.0,350,16,0,0,40,1,330.0,33,0,13,0,0.0,37500,11,14,0,40,20.34,1,8.25
2268,42,0.0,500,18,0,0,58,1,450.0,38,0,18,0,0.0,67500,18,14,0,45,44.1,1,10.0
2278,37,0.0,500,14,0,0,50,0,400.0,35,0,16,0,0.0,45000,17,13,1,40,24.2,1,10.0
2279,48,0.0,1500,18,0,0,45,1,692.0,46,0,18,0,1.0,112500,24,22,0,24,76.516,1,28.83333
2287,43,0.0,600,16,0,0,46,1,500.0,41,0,17,0,0.0,22500,21,18,0,40,0.0,1,12.5
2289,50,0.0,1150,18,0,0,40,0,560.0,47,0,16,0,0.0,67500,26,25,0,32,38.38,1,17.5
2293,36,0.0,405,12,0,0,50,1,170.0,34,0,8,0,0.0,17500,18,20,0,40,8.66,1,4.25
2297,48,0.0,300,12,0,0,60,0,245.0,50,0,12,0,0.0,17500,30,32,0,40,4.76,1,6.125
2298,30,0.0,640,16,0,0,40,0,420.0,26,0,16,0,0.0,55000,8,4,0,40,33.16,1,10.5
2300,60,0.0,100,12,0,0,16,0,150.0,53,0,10,0,0.0,11500,42,37,0,40,3.7,1,3.75
2301,34,0.0,1200,13,0,0,40,1,250.0,35,0,12,0,0.0,27500,15,17,0,35,14.5,1,7.142857000000001
2302,44,0.0,600,17,0,0,55,1,720.0,43,0,17,0,1.0,112500,21,20,0,45,75.06,1,16.0
2307,46,1.0,840,11,0,0,60,1,130.0,46,0,16,0,0.0,55000,29,24,0,20,48.24,1,6.5
2309,27,0.0,400,12,0,0,50,0,225.0,26,0,12,0,0.0,22500,9,8,1,54,10.8,1,4.1666669999999995
2311,46,0.0,1500,16,0,0,50,0,260.0,47,0,12,0,0.0,37500,24,29,0,32,23.98,1,8.125
2312,54,0.0,232,13,0,0,40,0,293.0,51,0,14,0,0.0,27500,35,31,0,40,12.264000000000001,1,7.325
2315,36,0.0,244,12,0,0,40,0,254.0,37,0,12,0,0.0,17500,18,19,1,30,4.292,1,8.466666
2317,33,0.0,500,10,0,0,45,0,175.0,44,0,11,0,0.0,22500,17,27,0,40,13.4,1,4.375
2322,56,0.0,360,12,0,0,50,0,160.0,56,0,8,0,0.0,11500,38,42,0,32,3.18,1,5.0
2324,32,0.0,228,12,0,0,53,0,144.0,31,0,12,0,0.0,11500,14,13,1,35,4.012,1,4.114286
2325,36,0.0,280,16,0,0,56,0,20.0,32,0,9,0,0.0,11500,14,17,1,6,10.46,1,3.333333
2328,30,0.0,800,15,0,0,45,0,250.0,31,0,12,0,0.0,37500,9,13,0,40,24.5,1,6.25
2334,39,0.0,650,16,0,0,60,1,202.0,41,0,14,0,0.0,45000,17,21,0,16,34.496,1,12.625
2341,51,1.0,680,12,0,0,48,0,450.0,51,0,12,0,1.0,37500,33,33,0,40,14.1,1,11.25
2343,55,0.0,175,12,0,0,0,0,232.0,51,0,10,0,0.0,22500,37,35,0,40,10.436,1,5.8
2344,26,0.0,450,14,0,0,40,0,250.0,26,0,12,0,0.0,0,6,8,0,40,0.0,1,6.25
2345,35,0.0,680,12,1,0,45,0,400.0,43,0,12,0,0.0,67500,17,25,0,45,46.7,1,8.888889
